Network Internet,Network Link Speed,Network RSSI,Network Type,Signal Strength
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT0,LSPD01_below_2,RSSI10_n5_up,None,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS3
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
INT1,LSPD01_below_2,RSSI10_n5_up,Mobile,SIGS2
